epoch,accuracy,loss,lr,val_accuracy,val_loss
130,0.5674999952316284,1.638826608657837,0.1,68.75,-0.78
131,0.5724999904632568,1.6642285585403442,0.1,70.75,-1.4075
132,0.5881249904632568,1.6431416273117065,0.1,70.25,-0.51
133,0.5824999809265137,1.648773193359375,0.1,73.25,-0.2875
134,0.5681250095367432,1.645169973373413,0.1,74.75,-1.13
135,0.5881249904632568,1.6094988584518433,0.1,74.0,-0.035
136,0.5512499809265137,1.6882717609405518,0.1,59.75,0.0825
137,0.5681250095367432,1.650908350944519,0.1,75.5,-0.1075
138,0.581250011920929,1.6240737438201904,0.1,71.5,1.3975
139,0.5743749737739563,1.6288354396820068,0.1,72.75,0.745
140,0.5787500143051147,1.6370043754577637,0.1,66.0,-0.6875
141,0.5774999856948853,1.6560940742492676,0.1,76.25,-0.89
142,0.5893750190734863,1.6297153234481812,0.1,67.0,-0.145
143,0.5699999928474426,1.6469447612762451,0.1,72.5,0.535
144,0.5981249809265137,1.5955067873001099,0.1,73.25,-0.7
145,0.5693749785423279,1.6473175287246704,0.1,73.75,-0.84
146,0.5868750214576721,1.6066944599151611,0.1,73.5,0.19
147,0.5787500143051147,1.6121766567230225,0.1,71.25,0.3175
148,0.574999988079071,1.5822502374649048,0.1,68.75,-0.48
149,0.5831249952316284,1.628324031829834,0.1,74.0,-0.06
150,0.5768749713897705,1.6026184558868408,0.1,72.0,-0.955
151,0.5831249952316284,1.6230838298797607,0.1,73.5,-0.4925
152,0.5793750286102295,1.5947692394256592,0.1,67.25,-0.48
153,0.5849999785423279,1.5863150358200073,0.1,75.25,0.41
154,0.6012499928474426,1.5537421703338623,0.1,75.0,-1.39
155,0.6175000071525574,1.5424820184707642,0.1,72.75,0.3025
156,0.5993750095367432,1.5220823287963867,0.1,71.5,-0.725
157,0.5831249952316284,1.5929919481277466,0.1,66.75,-0.135
158,0.5806249976158142,1.5841643810272217,0.1,73.0,1.4225
159,0.5849999785423279,1.6144804954528809,0.1,75.75,1.1725
160,0.596875011920929,1.5705368518829346,0.1,73.75,-0.34
161,0.596875011920929,1.5606584548950195,0.1,75.0,1.5925
162,0.5943750143051147,1.542969822883606,0.1,69.25,2.2425
163,0.6181250214576721,1.5241858959197998,0.1,75.5,0.3025
164,0.606249988079071,1.5298963785171509,0.1,72.5,0.1975
165,0.5837500095367432,1.5809228420257568,0.1,72.25,-0.32
166,0.590624988079071,1.5628631114959717,0.1,76.75,0.3675
167,0.6225000023841858,1.5165345668792725,0.1,75.0,0.2525
168,0.6187499761581421,1.5158249139785767,0.1,69.75,-1.8925
169,0.5837500095367432,1.5960367918014526,0.1,75.75,-0.135
170,0.5987499952316284,1.5116146802902222,0.1,69.25,-0.2175
171,0.6012499928474426,1.5362735986709595,0.1,75.0,-0.6975
172,0.6012499928474426,1.5389736890792847,0.1,73.5,0.0875
173,0.612500011920929,1.5320483446121216,0.1,74.5,-0.09
174,0.6343749761581421,1.488236427307129,0.1,77.5,0.7225
175,0.6068750023841858,1.531563401222229,0.1,73.5,-0.7225
176,0.6087499856948853,1.5157759189605713,0.1,75.25,-0.3625
177,0.6268749833106995,1.483425498008728,0.1,75.0,0.815
178,0.6150000095367432,1.4687151908874512,0.1,76.0,0.2325
179,0.5956249833106995,1.519545078277588,0.1,75.5,-0.3575
180,0.6268749833106995,1.4727283716201782,0.1,74.0,0.835
181,0.6031249761581421,1.5443153381347656,0.1,73.5,0.8875
182,0.6343749761581421,1.4690933227539062,0.1,76.5,0.3725
183,0.6237499713897705,1.4727222919464111,0.1,73.75,-0.73
184,0.6287500262260437,1.4668388366699219,0.1,77.25,-0.45
185,0.6225000023841858,1.5033814907073975,0.1,77.0,0.485
186,0.6225000023841858,1.4876048564910889,0.1,75.75,0.655
187,0.6337500214576721,1.4600746631622314,0.1,73.0,-0.83
188,0.6025000214576721,1.5219050645828247,0.1,74.75,-1.505
189,0.6100000143051147,1.5006829500198364,0.1,71.5,0.2125
190,0.6318749785423279,1.4657517671585083,0.1,76.25,0.17
191,0.6212499737739563,1.450127363204956,0.1,71.0,-0.0275
192,0.609375,1.5082261562347412,0.1,76.75,-0.105
193,0.6293749809265137,1.4560900926589966,0.1,75.25,-0.14
194,0.6299999952316284,1.4482262134552002,0.1,75.25,0.4625
195,0.6131250262260437,1.5129913091659546,0.1,73.75,0.725
196,0.6299999952316284,1.488447904586792,0.1,74.75,0.01
197,0.6343749761581421,1.464246392250061,0.1,71.75,0.3175
198,0.643750011920929,1.433995246887207,0.1,75.0,0.32
199,0.6318749785423279,1.4872862100601196,0.1,73.25,-0.5525
200,0.6431249976158142,1.4309282302856445,0.1,77.25,0.3825
201,0.6193749904632568,1.4480531215667725,0.1,73.75,-0.9
202,0.6268749833106995,1.4574525356292725,0.1,77.0,0.1525
203,0.6262500286102295,1.4674046039581299,0.1,72.0,0.235
204,0.6449999809265137,1.418296456336975,0.1,75.0,-0.135
205,0.625,1.4366159439086914,0.1,76.0,0.6675
206,0.637499988079071,1.4289435148239136,0.1,77.0,0.4575
207,0.628125011920929,1.470225214958191,0.1,77.25,-0.985
208,0.6262500286102295,1.4441359043121338,0.1,77.5,-0.23
209,0.6312500238418579,1.4018430709838867,0.1,73.75,0.4825
210,0.6474999785423279,1.406440019607544,0.1,76.75,-0.765
211,0.6456249952316284,1.4184287786483765,0.1,72.25,0.0025
212,0.6256250143051147,1.448564052581787,0.1,79.0,-0.68
213,0.6293749809265137,1.4594948291778564,0.1,77.0,-0.3425
214,0.6293749809265137,1.4657825231552124,0.1,74.25,0.1975
215,0.6656249761581421,1.4041403532028198,0.1,77.5,-0.46
216,0.6349999904632568,1.4477119445800781,0.1,76.25,-0.32
217,0.6262500286102295,1.4801936149597168,0.1,77.5,-0.155
218,0.6256250143051147,1.4159152507781982,0.1,76.25,-0.465
219,0.6537500023841858,1.369605302810669,0.1,74.75,0.15
220,0.6337500214576721,1.4350742101669312,0.1,75.25,-0.1575
221,0.6474999785423279,1.374366044998169,0.1,78.0,-0.45
222,0.637499988079071,1.4157159328460693,0.1,74.25,0.3125
223,0.6237499713897705,1.4136004447937012,0.1,76.5,-0.5425
224,0.6331250071525574,1.4517346620559692,0.1,77.75,0.05
225,0.643750011920929,1.3839837312698364,0.1,76.25,-0.1075
226,0.6662499904632568,1.370292067527771,0.1,76.75,-0.9725
227,0.6556249856948853,1.4131792783737183,0.1,69.25,0.235
228,0.6600000262260437,1.372442603111267,0.1,76.0,0.405
229,0.6524999737739563,1.389244556427002,0.1,77.0,-0.115
230,0.6512500047683716,1.3962287902832031,0.1,74.25,0.2675
231,0.6675000190734863,1.3593603372573853,0.1,73.25,-0.385
232,0.6506249904632568,1.3554306030273438,0.1,76.0,0.16
233,0.6556249856948853,1.355169653892517,0.1,74.75,-0.225
234,0.6631249785423279,1.372802734375,0.1,74.5,-0.065
235,0.6575000286102295,1.340776801109314,0.1,75.0,0.0325
236,0.6656249761581421,1.3608126640319824,0.1,76.5,-0.3725
237,0.6518750190734863,1.3970624208450317,0.1,78.25,0.3725
238,0.6499999761581421,1.3759039640426636,0.1,76.75,1.1325
239,0.6668750047683716,1.3535634279251099,0.1,78.5,0.1125
240,0.6606249809265137,1.3357771635055542,0.1,77.25,0.2525
241,0.659375011920929,1.3457958698272705,0.1,77.5,-0.14
242,0.6456249952316284,1.380865454673767,0.1,77.75,-0.2575
243,0.6600000262260437,1.3859148025512695,0.1,77.25,-0.1725
244,0.6537500023841858,1.3707356452941895,0.1,76.75,0.1625
245,0.6512500047683716,1.3837493658065796,0.1,78.75,0.0
246,0.6387500166893005,1.3871768712997437,0.1,78.0,-0.65
247,0.6625000238418579,1.336560845375061,0.1,76.75,-0.3375
248,0.6606249809265137,1.3567423820495605,0.1,75.75,-1.18
249,0.6481249928474426,1.3906919956207275,0.1,79.25,-0.2825
250,0.6556249856948853,1.3679553270339966,0.1,74.5,-0.5125
251,0.6656249761581421,1.3938053846359253,0.1,74.0,-0.065
252,0.6587499976158142,1.3779445886611938,0.1,75.75,-0.155
253,0.684374988079071,1.3268948793411255,0.1,72.5,0.695
254,0.6743749976158142,1.288773536682129,0.1,77.5,-0.325
255,0.6575000286102295,1.359002709388733,0.1,77.5,-0.3825
256,0.6737499833106995,1.3581472635269165,0.1,78.0,-0.1875
257,0.6618750095367432,1.3498060703277588,0.1,73.5,-0.455
258,0.6650000214576721,1.3494676351547241,0.1,76.75,0.14
259,0.6812499761581421,1.3205430507659912,0.1,77.0,-0.815
260,0.684374988079071,1.3428617715835571,0.1,78.0,0.02
261,0.6693750023841858,1.2916595935821533,0.1,75.5,-0.115
262,0.6768749952316284,1.3050055503845215,0.1,77.75,-0.185
263,0.6625000238418579,1.3553277254104614,0.1,76.25,-0.0925
264,0.6737499833106995,1.3044044971466064,0.1,76.75,-0.61
265,0.6806250214576721,1.3226574659347534,0.1,77.25,-0.8925
266,0.684374988079071,1.3110777139663696,0.1,77.5,0.4725
267,0.6662499904632568,1.357613205909729,0.1,75.5,0.0825
268,0.6712499856948853,1.3360174894332886,0.1,78.0,-0.68
269,0.6712499856948853,1.3127332925796509,0.1,78.0,0.47
270,0.6693750023841858,1.3471896648406982,0.1,80.0,0.59
271,0.6549999713897705,1.3387207984924316,0.1,75.5,-0.05
272,0.6737499833106995,1.3141952753067017,0.1,74.75,-0.445
273,0.6793749928474426,1.3094433546066284,0.1,78.5,0.1475
274,0.671875,1.302331805229187,0.1,76.0,-0.4725
275,0.6662499904632568,1.3389865159988403,0.1,76.5,0.2625
276,0.6681249737739563,1.3103214502334595,0.1,74.5,-0.025
277,0.6918749809265137,1.2964648008346558,0.1,75.5,-0.1175
278,0.671875,1.3249205350875854,0.1,75.75,-0.4575
279,0.668749988079071,1.331056833267212,0.1,74.25,-0.0825
280,0.6449999809265137,1.3567391633987427,0.1,78.25,0.0575
281,0.6543750166893005,1.360491156578064,0.1,77.25,0.14
282,0.6643750071525574,1.3291798830032349,0.1,76.0,0.595
283,0.6731250286102295,1.323891043663025,0.1,78.75,-0.11
284,0.6825000047683716,1.2871763706207275,0.1,76.5,0.21
285,0.6875,1.280908226966858,0.1,77.5,-0.1325
286,0.6893749833106995,1.2756003141403198,0.1,72.25,-0.055
287,0.690625011920929,1.2635077238082886,0.1,77.5,-0.2325
288,0.671875,1.2932385206222534,0.1,78.75,0.0425
289,0.675000011920929,1.2751535177230835,0.1,77.75,-0.6425
290,0.6800000071525574,1.3105473518371582,0.1,78.0,0.6225
291,0.6668750047683716,1.3243417739868164,0.1,77.75,0.36
292,0.6556249856948853,1.344283938407898,0.1,77.5,0.4025
293,0.6806250214576721,1.2873704433441162,0.1,75.75,0.085
294,0.6762499809265137,1.2993792295455933,0.1,77.25,-0.0125
295,0.6831250190734863,1.3290752172470093,0.1,78.5,-0.24
296,0.6768749952316284,1.273122787475586,0.1,76.25,-0.1625
297,0.699999988079071,1.2819737195968628,0.1,75.75,-0.155
298,0.6937500238418579,1.268918752670288,0.1,76.25,-0.61
299,0.6887500286102295,1.2630618810653687,0.1,76.75,-0.575
300,0.699999988079071,1.271142840385437,0.1,77.25,-0.005
301,0.6693750023841858,1.2814035415649414,0.01,77.75,-0.11
302,0.6775000095367432,1.291247844696045,0.01,77.75,-0.08
303,0.7049999833106995,1.2958835363388062,0.01,77.0,-0.26
304,0.7068750262260437,1.2237348556518555,0.01,77.75,-0.115
305,0.7106249928474426,1.233567714691162,0.01,78.5,-0.2525
306,0.6993749737739563,1.2453898191452026,0.01,78.25,-0.12
307,0.7131249904632568,1.228057861328125,0.01,77.75,-0.1325
308,0.6631249785423279,1.302297830581665,0.01,78.5,0.09
309,0.6931250095367432,1.2155697345733643,0.01,78.75,0.0225
310,0.690625011920929,1.2472232580184937,0.01,78.5,-0.1225
311,0.7068750262260437,1.2076927423477173,0.01,78.0,0.1425
312,0.7056249976158142,1.2445679903030396,0.01,79.25,-0.1125
313,0.7024999856948853,1.197015404701233,0.01,77.75,-0.0325
314,0.6931250095367432,1.2437102794647217,0.01,77.75,0.2175
315,0.7137500047683716,1.214187502861023,0.01,79.75,0.2275
316,0.7012500166893005,1.2064961194992065,0.01,79.75,0.0425
317,0.71875,1.1968079805374146,0.01,79.0,0.0675
318,0.6968749761581421,1.2441320419311523,0.01,79.5,-0.0725
319,0.6981250047683716,1.2041447162628174,0.01,78.5,0.1
320,0.7056249976158142,1.200310230255127,0.01,78.0,0.0325
321,0.7068750262260437,1.226265788078308,0.01,78.75,0.0925
322,0.7212499976158142,1.177567720413208,0.01,79.5,0.135
323,0.699999988079071,1.2252048254013062,0.01,78.75,0.175
324,0.7243750095367432,1.1791069507598877,0.01,77.25,-0.07
325,0.7256249785423279,1.1522010564804077,0.01,78.0,-0.3
326,0.6918749809265137,1.219619631767273,0.01,79.0,0.2175
327,0.6937500238418579,1.1969897747039795,0.01,78.5,0.1725
328,0.7037500143051147,1.18849778175354,0.01,78.75,-0.0325
329,0.7081249952316284,1.1986349821090698,0.01,77.75,-0.1325
330,0.71875,1.1982276439666748,0.01,78.5,-0.1975
331,0.706250011920929,1.194311499595642,0.01,79.0,0.135
332,0.7118750214576721,1.1964616775512695,0.01,78.5,0.0375
333,0.7149999737739563,1.1830179691314697,0.01,79.0,0.11
334,0.7124999761581421,1.2003804445266724,0.01,79.0,0.085
335,0.706250011920929,1.222456932067871,0.01,79.0,0.33
336,0.7068750262260437,1.1815069913864136,0.01,78.75,-0.0825
337,0.7162500023841858,1.2480682134628296,0.01,78.0,0.02
338,0.6956250071525574,1.1978167295455933,0.01,78.5,-0.115
339,0.7268750071525574,1.2052783966064453,0.01,78.25,-0.1825
340,0.6981250047683716,1.2443253993988037,0.01,78.25,-0.2575
341,0.7099999785423279,1.2081068754196167,0.01,78.5,0.02
342,0.7037500143051147,1.1960116624832153,0.01,79.25,-0.3775
343,0.7200000286102295,1.1862355470657349,0.01,79.0,-0.14
344,0.7081249952316284,1.209709644317627,0.01,79.75,-0.115
345,0.7325000166893005,1.1801947355270386,0.01,79.75,0.14
346,0.7124999761581421,1.2072911262512207,0.01,79.5,0.2175
347,0.7206249833106995,1.181037187576294,0.01,80.5,-0.0025
348,0.7006250023841858,1.1726967096328735,0.01,78.0,0.14
349,0.7162500023841858,1.1877232789993286,0.01,79.25,0.18
350,0.7193750143051147,1.1767853498458862,0.01,78.0,0.28
351,0.7056249976158142,1.201443076133728,0.01,79.5,0.205
352,0.7393749952316284,1.1431964635849,0.01,79.5,0.095
353,0.737500011920929,1.1724776029586792,0.01,78.25,0.2425
354,0.7112500071525574,1.1925866603851318,0.01,78.0,0.2675
355,0.7212499976158142,1.1682593822479248,0.01,79.25,-0.185
356,0.7099999785423279,1.1675084829330444,0.01,79.0,-0.255
357,0.7143750190734863,1.2141637802124023,0.01,79.75,-0.01
358,0.7231249809265137,1.19087815284729,0.01,79.5,-0.085
359,0.7043750286102295,1.1805384159088135,0.01,79.75,-0.1275
360,0.7024999856948853,1.2079627513885498,0.01,79.25,0.01
361,0.7174999713897705,1.1893739700317383,0.01,78.5,0.0225
362,0.7056249976158142,1.181645154953003,0.01,79.0,0.2275
363,0.7006250023841858,1.217482328414917,0.01,78.5,0.235
364,0.7012500166893005,1.2228326797485352,0.01,79.25,0.245
365,0.690625011920929,1.2116996049880981,0.01,78.75,0.0375
366,0.721875011920929,1.1664692163467407,0.01,79.5,0.19
367,0.6974999904632568,1.1835421323776245,0.01,78.5,0.07
368,0.7225000262260437,1.1652567386627197,0.01,78.75,0.0
369,0.7018749713897705,1.1869497299194336,0.01,80.25,0.145
370,0.6743749976158142,1.231987714767456,0.01,79.0,0.205
371,0.7368749976158142,1.1441435813903809,0.01,79.25,-0.0725
372,0.7131249904632568,1.1960433721542358,0.01,80.0,0.1775
373,0.6962500214576721,1.2116310596466064,0.01,79.25,-0.0175
374,0.7068750262260437,1.210045576095581,0.01,79.25,-0.0725
375,0.731249988079071,1.1297663450241089,0.01,78.75,-0.055
376,0.7237499952316284,1.1838351488113403,0.01,79.5,0.1625
377,0.7287499904632568,1.175236463546753,0.01,78.75,0.2825
378,0.7181249856948853,1.1555371284484863,0.01,78.75,0.2175
379,0.731249988079071,1.1882436275482178,0.01,79.25,0.095
380,0.7281249761581421,1.1751991510391235,0.01,79.75,0.0525
381,0.7137500047683716,1.1812267303466797,0.01,80.0,0.0975
382,0.7168750166893005,1.1911017894744873,0.01,78.75,0.3025
383,0.7168750166893005,1.1883567571640015,0.01,79.75,-0.2125
384,0.7168750166893005,1.161564588546753,0.01,79.0,0.1175
385,0.7006250023841858,1.1896357536315918,0.01,80.0,0.1125
386,0.7049999833106995,1.1995418071746826,0.01,79.25,0.1
387,0.7043750286102295,1.184059500694275,0.01,79.75,-0.06
388,0.7081249952316284,1.2111742496490479,0.01,79.25,-0.1375
389,0.7056249976158142,1.1848366260528564,0.01,79.0,0.2875
390,0.7043750286102295,1.177131175994873,0.01,80.0,-0.2825
391,0.7350000143051147,1.1578129529953003,0.01,79.0,-0.1125
392,0.7137500047683716,1.171034574508667,0.01,80.0,-0.275
393,0.6956250071525574,1.2092100381851196,0.01,79.5,-0.105
394,0.7087500095367432,1.1744035482406616,0.01,79.0,0.0675
395,0.7056249976158142,1.188830852508545,0.01,78.5,0.0975
396,0.7174999713897705,1.1659637689590454,0.01,78.25,0.3175
397,0.7200000286102295,1.1813323497772217,0.01,78.5,-0.0425
398,0.6962500214576721,1.1868958473205566,0.01,78.75,-0.085
399,0.7200000286102295,1.1958085298538208,0.01,79.0,0.115
400,0.7149999737739563,1.1842726469039917,0.01,79.25,0.135
401,0.7268750071525574,1.176195502281189,0.01,79.25,0.215
402,0.7181249856948853,1.16008722782135,0.01,79.25,-0.0425
403,0.71875,1.1620087623596191,0.01,78.75,0.04
404,0.7068750262260437,1.214176058769226,0.01,79.0,0.0875
405,0.7256249785423279,1.149030327796936,0.01,78.25,0.0575
406,0.7162500023841858,1.1653356552124023,0.01,79.0,0.165
407,0.7124999761581421,1.1685619354248047,0.01,78.75,0.2625
408,0.7106249928474426,1.181774616241455,0.01,78.25,0.095
409,0.7099999785423279,1.1819205284118652,0.01,79.5,0.3925
410,0.715624988079071,1.202955722808838,0.01,79.0,0.2075
411,0.7212499976158142,1.1914358139038086,0.01,80.0,0.3
412,0.6962500214576721,1.1883795261383057,0.01,79.5,0.29
413,0.7056249976158142,1.1896077394485474,0.01,80.25,0.115
414,0.7262499928474426,1.1648651361465454,0.01,79.75,0.3025
415,0.7099999785423279,1.2064368724822998,0.01,79.5,0.295
416,0.7281249761581421,1.147031307220459,0.01,78.5,0.07
417,0.721875011920929,1.169834852218628,0.01,78.75,-0.12
418,0.7143750190734863,1.1752195358276367,0.01,78.0,-0.0425
419,0.7281249761581421,1.1566141843795776,0.01,79.0,-0.0675
420,0.6987500190734863,1.172842264175415,0.01,78.5,0.1475
421,0.7124999761581421,1.1825207471847534,0.01,79.0,0.0
422,0.7231249809265137,1.154517650604248,0.01,79.25,0.28
423,0.7225000262260437,1.168460726737976,0.01,79.75,-0.08
424,0.7193750143051147,1.1529933214187622,0.01,80.0,0.2025
425,0.7056249976158142,1.1617788076400757,0.01,79.75,0.1175
