epoch,accuracy,loss,lr,val_accuracy,val_loss
426,0.737500011920929,1.119733452796936,0.01,79.75,0.0325
427,0.7262499928474426,1.1621774435043335,0.01,79.75,0.1
428,0.7200000286102295,1.2179805040359497,0.01,78.5,0.09
429,0.7250000238418579,1.164616346359253,0.01,78.5,0.2925
430,0.7112500071525574,1.1807245016098022,0.01,80.0,0.085
431,0.7325000166893005,1.1420282125473022,0.01,78.5,0.07
432,0.7043750286102295,1.185180425643921,0.01,79.75,0.0425
433,0.6956250071525574,1.2016445398330688,0.01,79.5,-0.0325
434,0.7149999737739563,1.1842361688613892,0.01,79.5,0.205
435,0.721875011920929,1.1658488512039185,0.01,80.5,0.235
436,0.7162500023841858,1.1715761423110962,0.01,79.25,0.06
437,0.7237499952316284,1.1711796522140503,0.01,80.0,0.2425
438,0.7306249737739563,1.1567326784133911,0.01,79.75,0.08
439,0.7099999785423279,1.170067310333252,0.01,79.0,0.01
440,0.6962500214576721,1.2004793882369995,0.01,78.5,0.2475
441,0.721875011920929,1.1639258861541748,0.01,78.25,0.4275
442,0.7200000286102295,1.1976524591445923,0.01,79.0,-0.09
443,0.715624988079071,1.1665197610855103,0.01,79.5,-0.1675
444,0.7024999856948853,1.1721017360687256,0.01,80.25,0.0825
445,0.7250000238418579,1.1504393815994263,0.01,79.0,0.03
446,0.7268750071525574,1.1828813552856445,0.01,79.5,0.205
447,0.7168750166893005,1.1739939451217651,0.01,79.5,0.0725
448,0.7074999809265137,1.1836457252502441,0.01,77.75,0.2675
449,0.7250000238418579,1.1558756828308105,0.01,79.0,0.055
450,0.7225000262260437,1.1603080034255981,0.01,79.0,-0.1775
451,0.7162500023841858,1.1506013870239258,0.01,77.75,0.37
452,0.7318750023841858,1.1302549839019775,0.01,78.75,0.3375
453,0.7043750286102295,1.1745741367340088,0.01,79.5,0.225
454,0.7124999761581421,1.1582227945327759,0.01,79.25,0.4125
455,0.7193750143051147,1.1634325981140137,0.01,80.25,0.0725
456,0.7256249785423279,1.1411000490188599,0.01,80.0,0.0575
457,0.7437499761581421,1.121142864227295,0.01,79.25,-0.1325
458,0.7275000214576721,1.151167869567871,0.01,79.25,-0.105
459,0.7074999809265137,1.1690467596054077,0.01,79.5,0.0575
460,0.7243750095367432,1.1377686262130737,0.01,80.5,0.025
461,0.721875011920929,1.1832526922225952,0.01,79.5,0.155
461,0.7212499976158142,1.199192762374878,0.01,79.25,0.2675
462,0.7287499904632568,1.1693357229232788,0.01,79.0,0.3025
463,0.7099999785423279,1.1816978454589844,0.01,79.0,0.135
464,0.6899999976158142,1.2416565418243408,0.01,78.75,0.12
465,0.6968749761581421,1.1989595890045166,0.01,78.75,-0.14
466,0.7137500047683716,1.1885102987289429,0.01,78.75,0.0725
467,0.6850000023841858,1.2363982200622559,0.01,79.0,0.44
468,0.7043750286102295,1.1792486906051636,0.01,78.75,0.1875
469,0.7043750286102295,1.1578344106674194,0.01,78.5,-0.0575
470,0.7381250262260437,1.1404063701629639,0.01,78.0,0.075
471,0.7099999785423279,1.1545519828796387,0.01,78.25,-0.01
472,0.706250011920929,1.1801172494888306,0.01,78.75,0.0375
473,0.7243750095367432,1.1840370893478394,0.01,79.5,0.4825
474,0.7049999833106995,1.1975646018981934,0.01,79.5,-0.02
475,0.71875,1.164538860321045,0.01,78.5,-0.0375
476,0.6937500238418579,1.2038030624389648,0.01,78.25,0.15
477,0.7049999833106995,1.1847800016403198,0.01,77.5,0.2125
478,0.699999988079071,1.207667589187622,0.01,79.25,0.1875
479,0.7206249833106995,1.187849760055542,0.01,79.75,0.04
480,0.7212499976158142,1.187645435333252,0.01,79.0,-0.015
481,0.7012500166893005,1.2113953828811646,0.01,78.5,0.07
482,0.7131249904632568,1.1979033946990967,0.01,78.25,0.165
483,0.7162500023841858,1.1797003746032715,0.01,78.5,0.15
484,0.7174999713897705,1.2220126390457153,0.01,79.75,0.07
485,0.7275000214576721,1.1699280738830566,0.01,80.25,0.2325
486,0.7243750095367432,1.1697059869766235,0.01,79.0,-0.0375
487,0.7262499928474426,1.1704535484313965,0.01,79.0,0.21
488,0.7256249785423279,1.1656936407089233,0.01,79.75,0.4225
489,0.7081249952316284,1.185951590538025,0.01,79.5,0.135
490,0.7168750166893005,1.1880159378051758,0.01,79.25,0.18
491,0.7131249904632568,1.174156665802002,0.01,78.5,0.0275
492,0.7212499976158142,1.168556809425354,0.01,78.5,-0.0925
493,0.7237499952316284,1.1460051536560059,0.01,78.0,0.1075
494,0.7231249809265137,1.1791033744812012,0.01,79.5,-0.055
495,0.731249988079071,1.1582026481628418,0.01,79.0,0.1925
496,0.7431250214576721,1.1378628015518188,0.01,78.75,-0.13
497,0.7081249952316284,1.1930012702941895,0.01,78.75,0.305
498,0.7131249904632568,1.2043311595916748,0.01,79.5,0.255
499,0.7293750047683716,1.17015540599823,0.01,78.5,0.1625
500,0.7124999761581421,1.189968228340149,0.01,79.5,0.0725
501,0.7068750262260437,1.204354166984558,0.01,79.5,0.2525
502,0.7024999856948853,1.1713230609893799,0.01,78.5,0.475
503,0.7124999761581421,1.190385341644287,0.01,79.0,0.08
504,0.6981250047683716,1.1867755651474,0.01,80.0,0.205
505,0.7099999785423279,1.194634199142456,0.01,79.0,0.15
506,0.7181249856948853,1.1656231880187988,0.01,79.75,0.2175
507,0.7143750190734863,1.1527702808380127,0.01,79.75,-0.0675
508,0.7174999713897705,1.169161319732666,0.01,79.0,-0.1075
509,0.7212499976158142,1.1744270324707031,0.01,78.25,0.0475
510,0.7212499976158142,1.1848920583724976,0.01,79.25,0.0525
511,0.7256249785423279,1.1386096477508545,0.01,78.5,0.6025
512,0.7149999737739563,1.1892354488372803,0.01,78.5,0.66
513,0.7231249809265137,1.191623330116272,0.01,79.0,0.16
514,0.7162500023841858,1.173998236656189,0.01,79.75,0.07
515,0.7093750238418579,1.2094981670379639,0.01,79.75,0.4725
516,0.7168750166893005,1.147782802581787,0.01,80.0,0.105
517,0.7306249737739563,1.1714999675750732,0.01,79.75,-0.01
518,0.7275000214576721,1.1561493873596191,0.01,79.25,0.0475
519,0.715624988079071,1.1533383131027222,0.01,79.5,-0.005
520,0.7112500071525574,1.1714816093444824,0.01,79.75,-0.1575
521,0.703125,1.1941081285476685,0.01,80.0,-0.2125
522,0.7168750166893005,1.20993173122406,0.01,78.5,-0.0375
523,0.7200000286102295,1.1491882801055908,0.01,78.25,0.2975
524,0.7099999785423279,1.1736198663711548,0.01,79.0,0.0275
525,0.6949999928474426,1.1772382259368896,0.01,79.25,0.2775
526,0.7112500071525574,1.1755117177963257,0.01,79.0,0.3175
527,0.7168750166893005,1.1640956401824951,0.01,79.75,-0.0675
528,0.7300000190734863,1.1380696296691895,0.01,80.0,-0.0825
529,0.7087500095367432,1.1694557666778564,0.01,79.5,0.07
530,0.7193750143051147,1.1841537952423096,0.01,79.5,-0.075
531,0.7281249761581421,1.1645965576171875,0.01,79.25,0.1075
532,0.7056249976158142,1.1906052827835083,0.01,79.25,0.355
533,0.7231249809265137,1.1495568752288818,0.01,78.75,0.04
534,0.7149999737739563,1.1645816564559937,0.01,79.5,0.0175
535,0.7356250286102295,1.1677615642547607,0.01,79.25,0.08
536,0.706250011920929,1.1866132020950317,0.01,79.0,-0.0725
537,0.7093750238418579,1.1764369010925293,0.01,79.25,-0.075
538,0.7237499952316284,1.1432968378067017,0.01,79.0,-0.075
539,0.7074999809265137,1.1900156736373901,0.01,79.25,-0.0425
540,0.7162500023841858,1.1888734102249146,0.01,78.75,0.0025
541,0.721875011920929,1.1431610584259033,0.01,78.25,-0.1375
542,0.7318750023841858,1.1415177583694458,0.01,78.25,0.1
543,0.706250011920929,1.1963202953338623,0.01,78.0,0.105
544,0.7362499833106995,1.1422014236450195,0.01,77.5,0.4275
545,0.7181249856948853,1.1475121974945068,0.01,79.0,0.0425
546,0.7174999713897705,1.1560273170471191,0.01,78.5,0.13
547,0.7081249952316284,1.1923322677612305,0.01,78.75,0.095
548,0.7237499952316284,1.1629528999328613,0.01,78.25,-0.025
549,0.6943749785423279,1.2074700593948364,0.01,79.5,0.06
550,0.721875011920929,1.1370792388916016,0.01,78.25,0.0925
551,0.7381250262260437,1.1580969095230103,0.01,78.75,0.0575
552,0.7018749713897705,1.1648890972137451,0.01,79.0,0.1575
553,0.7181249856948853,1.1815707683563232,0.01,79.25,-0.0475
554,0.7250000238418579,1.1726579666137695,0.01,78.75,0.2
555,0.7406250238418579,1.1370490789413452,0.01,78.75,0.355
556,0.6931250095367432,1.1615463495254517,0.01,78.5,0.335
557,0.7200000286102295,1.1613587141036987,0.01,78.5,-0.2375
558,0.715624988079071,1.17173171043396,0.01,79.25,-0.075
559,0.7281249761581421,1.1524144411087036,0.01,77.75,0.26
560,0.7049999833106995,1.1714144945144653,0.01,78.5,0.055
561,0.7281249761581421,1.1512751579284668,0.01,77.25,0.3675
562,0.7200000286102295,1.1919670104980469,0.01,79.25,0.175
563,0.7081249952316284,1.163784384727478,0.01,79.5,0.08
564,0.7300000190734863,1.138318657875061,0.01,78.25,0.135
565,0.715624988079071,1.176211953163147,0.01,79.75,-0.19
566,0.7081249952316284,1.1641879081726074,0.01,79.75,-0.1625
567,0.7081249952316284,1.1882920265197754,0.01,79.25,-0.115
568,0.7268750071525574,1.1227415800094604,0.01,79.5,-0.07
569,0.7206249833106995,1.1608386039733887,0.01,79.75,0.045
570,0.715624988079071,1.1500639915466309,0.01,79.0,-0.03
571,0.7281249761581421,1.1766271591186523,0.01,78.75,-0.005
572,0.7250000238418579,1.1802390813827515,0.01,78.5,0.1775
573,0.7281249761581421,1.167393445968628,0.01,80.0,0.055
574,0.7081249952316284,1.1718987226486206,0.01,78.75,0.2825
575,0.7262499928474426,1.143542766571045,0.01,79.5,0.0225
576,0.7131249904632568,1.1963579654693604,0.01,78.5,0.07
577,0.7206249833106995,1.1485371589660645,0.01,79.25,0.13
578,0.7250000238418579,1.1312261819839478,0.01,79.5,0.145
579,0.721875011920929,1.1475425958633423,0.01,79.5,0.1525
580,0.7012500166893005,1.2139239311218262,0.01,79.0,0.0625
581,0.6962500214576721,1.1908118724822998,0.01,79.5,0.0575
582,0.7231249809265137,1.1190769672393799,0.01,79.75,0.135
583,0.7093750238418579,1.1857609748840332,0.01,79.0,0.0975
584,0.7262499928474426,1.1538184881210327,0.01,78.75,0.1675
585,0.7118750214576721,1.1743788719177246,0.01,79.5,0.1475
586,0.715624988079071,1.1555628776550293,0.01,80.25,0.055
587,0.7268750071525574,1.1578094959259033,0.01,79.25,0.255
588,0.7243750095367432,1.1671231985092163,0.01,78.25,0.3075
589,0.715624988079071,1.1763802766799927,0.01,79.75,0.235
590,0.7293750047683716,1.171560287475586,0.01,79.5,0.2075
591,0.7356250286102295,1.1496186256408691,0.01,80.25,0.0675
592,0.7237499952316284,1.1595373153686523,0.01,79.75,-0.11
593,0.7206249833106995,1.1384469270706177,0.01,79.25,0.095
594,0.706250011920929,1.213721513748169,0.01,78.5,0.1175
595,0.7287499904632568,1.146763801574707,0.01,79.0,0.0175
596,0.6981250047683716,1.1982293128967285,0.01,80.25,0.035
597,0.7287499904632568,1.1433851718902588,0.01,78.75,0.2975
598,0.7168750166893005,1.139417290687561,0.01,78.25,0.21
599,0.7181249856948853,1.1758135557174683,0.01,78.75,0.17
600,0.7174999713897705,1.160844326019287,0.01,78.75,0.5075
601,0.7231249809265137,1.161571979522705,0.001,79.0,0.53
602,0.7231249809265137,1.1874117851257324,0.001,79.25,0.45
603,0.7256249785423279,1.103929877281189,0.001,79.5,0.3825
604,0.7400000095367432,1.141760230064392,0.001,79.5,0.3325
605,0.7112500071525574,1.1489591598510742,0.001,79.5,0.2825
606,0.7281249761581421,1.1443971395492554,0.001,79.5,0.1475
607,0.7225000262260437,1.1461327075958252,0.001,79.75,0.1925
608,0.7400000095367432,1.146795392036438,0.001,79.75,0.205
609,0.715624988079071,1.1743526458740234,0.001,79.75,0.135
610,0.737500011920929,1.1461515426635742,0.001,79.75,0.1925
611,0.7168750166893005,1.1398324966430664,0.001,79.5,0.18
612,0.7268750071525574,1.1344285011291504,0.001,79.5,0.1675
613,0.7268750071525574,1.1305947303771973,0.001,79.5,0.18
614,0.7256249785423279,1.1399829387664795,0.001,79.5,0.18
615,0.7325000166893005,1.1268551349639893,0.001,79.5,0.18
616,0.7362499833106995,1.1248356103897095,0.001,79.75,0.1925
617,0.721875011920929,1.153598666191101,0.001,79.75,0.1425
618,0.7275000214576721,1.150550127029419,0.001,79.75,0.1425
619,0.7287499904632568,1.1451377868652344,0.001,79.5,0.065
620,0.7362499833106995,1.138614535331726,0.001,79.25,0.065
621,0.7225000262260437,1.1576257944107056,0.001,79.5,0.0775
622,0.7168750166893005,1.1735830307006836,0.001,79.25,0.0475
623,0.7250000238418579,1.1868780851364136,0.001,79.5,0.0275
624,0.7381250262260437,1.112471342086792,0.001,79.5,0.1625
625,0.7124999761581421,1.1592340469360352,0.001,79.5,0.1125
626,0.7406250238418579,1.1169140338897705,0.001,79.5,0.1125
627,0.7262499928474426,1.1448251008987427,0.001,79.25,0.0475
628,0.7400000095367432,1.1131007671356201,0.001,79.0,0.035
629,0.7225000262260437,1.161683440208435,0.001,79.0,0.035
630,0.7131249904632568,1.1925569772720337,0.001,79.25,0.1
631,0.7074999809265137,1.1722949743270874,0.001,79.5,0.1125
632,0.7306249737739563,1.114635944366455,0.001,79.5,0.175
633,0.7293750047683716,1.170737624168396,0.001,79.5,0.175
634,0.7206249833106995,1.1411633491516113,0.001,79.75,0.08
635,0.7206249833106995,1.1405925750732422,0.001,79.75,0.1425
636,0.7137500047683716,1.1653351783752441,0.001,79.75,0.1925
637,0.7300000190734863,1.1079411506652832,0.001,79.25,0.0775
638,0.7193750143051147,1.1468079090118408,0.001,79.25,0.0775
639,0.7112500071525574,1.1715455055236816,0.001,79.5,0.095
640,0.7262499928474426,1.174939751625061,0.001,79.0,0.1025
641,0.7362499833106995,1.1489884853363037,0.001,79.0,0.1025
642,0.7256249785423279,1.1272244453430176,0.001,79.0,0.0975
643,0.7406250238418579,1.1154446601867676,0.001,79.0,0.085
644,0.7018749713897705,1.1722148656845093,0.001,79.0,0.085
645,0.7237499952316284,1.1274152994155884,0.001,79.0,0.135
646,0.7112500071525574,1.153327226638794,0.001,79.0,0.085
647,0.703125,1.1577147245407104,0.001,79.0,0.085
648,0.7137500047683716,1.1622843742370605,0.001,79.25,0.065
649,0.7043750286102295,1.1579046249389648,0.001,79.0,0.135
650,0.7168750166893005,1.167128324508667,0.001,79.0,0.23
651,0.7206249833106995,1.1660487651824951,0.001,79.25,0.145
652,0.734375,1.1606923341751099,0.001,79.75,0.175
653,0.715624988079071,1.1725049018859863,0.001,79.5,0.195
654,0.7099999785423279,1.1668463945388794,0.001,79.5,0.1275
655,0.7024999856948853,1.174397587776184,0.001,79.25,0.0975
656,0.7081249952316284,1.1910521984100342,0.001,79.25,0.1475
657,0.7318750023841858,1.138841986656189,0.001,79.0,0.135
658,0.7212499976158142,1.1654645204544067,0.001,79.0,0.135
659,0.7087500095367432,1.1793749332427979,0.001,79.0,0.135
660,0.7381250262260437,1.1555194854736328,0.001,79.0,0.085
661,0.7225000262260437,1.1361303329467773,0.001,79.25,0.115
662,0.7431250214576721,1.1194779872894287,0.001,79.0,0.1025
663,0.7287499904632568,1.1309423446655273,0.001,79.5,0.1825
664,0.7081249952316284,1.183377742767334,0.001,79.25,0.165
665,0.7225000262260437,1.1391040086746216,0.001,79.25,0.115
666,0.7300000190734863,1.114677906036377,0.001,79.25,0.11
667,0.7300000190734863,1.157822608947754,0.001,79.25,0.25
668,0.7268750071525574,1.147241234779358,0.001,79.25,0.25
669,0.7381250262260437,1.142041802406311,0.001,79.25,0.1375
670,0.7149999737739563,1.1670640707015991,0.001,79.5,0.1125
671,0.7331249713897705,1.1249699592590332,0.001,79.25,0.1375
672,0.7225000262260437,1.1572951078414917,0.001,79.25,0.2
673,0.7325000166893005,1.159397840499878,0.001,79.0,0.1875
674,0.7212499976158142,1.1624282598495483,0.001,78.75,0.1275
675,0.7149999737739563,1.1883045434951782,0.001,78.75,0.1225
676,0.7112500071525574,1.1537599563598633,0.001,79.0,0.1725
677,0.7168750166893005,1.1694934368133545,0.001,78.75,0.165
678,0.7481250166893005,1.1272311210632324,0.001,78.75,0.1775
679,0.7562500238418579,1.084038257598877,0.001,79.25,0.205
680,0.71875,1.1944382190704346,0.001,79.0,0.175
681,0.7212499976158142,1.1739636659622192,0.001,78.75,0.075
682,0.7181249856948853,1.17103910446167,0.001,78.75,0.125
683,0.7118750214576721,1.1655571460723877,0.001,79.25,0.1575
684,0.7300000190734863,1.163241982460022,0.001,79.0,0.1525
685,0.7256249785423279,1.149757981300354,0.001,79.5,0.235
686,0.7112500071525574,1.1572866439819336,0.001,79.25,0.235
687,0.7306249737739563,1.1600261926651,0.001,79.5,0.285
688,0.7143750190734863,1.177879810333252,0.001,79.5,0.29
689,0.7275000214576721,1.1505337953567505,0.001,80.0,0.295
690,0.7268750071525574,1.133926272392273,0.001,79.5,0.265
691,0.7556250095367432,1.1031410694122314,0.001,79.75,0.2775
692,0.734375,1.1297791004180908,0.001,79.75,0.225
693,0.7174999713897705,1.157639503479004,0.001,79.5,0.2125
694,0.7275000214576721,1.1350572109222412,0.001,80.0,0.1425
695,0.7137500047683716,1.1258175373077393,0.001,79.5,0.155
696,0.7168750166893005,1.1230849027633667,0.001,79.0,0.235
697,0.7456250190734863,1.1003317832946777,0.001,79.0,0.2575
698,0.7293750047683716,1.1538499593734741,0.001,78.75,0.245
699,0.7331249713897705,1.1277801990509033,0.001,78.75,0.2075
700,0.7193750143051147,1.161232352256775,0.001,79.0,0.1925
701,0.7262499928474426,1.1455259323120117,0.001,79.0,0.1825
702,0.7256249785423279,1.1406147480010986,0.001,78.75,0.16
703,0.7124999761581421,1.1677680015563965,0.001,78.75,0.1725
704,0.7287499904632568,1.1850872039794922,0.001,78.75,0.1725
705,0.7318750023841858,1.1329801082611084,0.001,79.0,0.19
706,0.7437499761581421,1.1300854682922363,0.001,78.75,0.1725
707,0.7225000262260437,1.1211848258972168,0.001,79.25,0.2025
708,0.7193750143051147,1.1416434049606323,0.001,79.25,0.1525
709,0.7393749952316284,1.1235102415084839,0.001,79.5,0.2025
710,0.7231249809265137,1.1490817070007324,0.001,78.75,0.16
711,0.71875,1.1512161493301392,0.001,79.5,0.2
712,0.7225000262260437,1.1448599100112915,0.001,79.0,0.135
713,0.7300000190734863,1.1571391820907593,0.001,79.0,0.0975
714,0.7281249761581421,1.1456780433654785,0.001,78.75,0.1225
715,0.7293750047683716,1.1435188055038452,0.001,78.75,0.1225
716,0.7256249785423279,1.164444088935852,0.001,79.25,0.155
717,0.715624988079071,1.1765934228897095,0.001,79.0,0.1425
718,0.7287499904632568,1.158697485923767,0.001,79.0,0.1425
719,0.7268750071525574,1.136164665222168,0.001,79.0,0.1825
720,0.7200000286102295,1.1682560443878174,0.001,78.75,0.1725
721,0.7118750214576721,1.1911622285842896,0.001,78.75,0.1725
722,0.731249988079071,1.1269140243530273,0.001,79.0,0.185
723,0.7356250286102295,1.1374586820602417,0.001,79.0,0.185
724,0.7287499904632568,1.161149501800537,0.001,79.0,0.185
725,0.7106249928474426,1.1887469291687012,0.001,79.0,0.185
726,0.731249988079071,1.126866340637207,0.001,79.25,0.1825
727,0.731249988079071,1.159098744392395,0.001,79.0,0.22
728,0.7124999761581421,1.15462064743042,0.001,78.75,0.2075
729,0.7012500166893005,1.1676701307296753,0.001,78.75,0.2075
730,0.721875011920929,1.1440635919570923,0.001,78.75,0.295
731,0.7225000262260437,1.1596144437789917,0.001,78.75,0.11
732,0.7074999809265137,1.1687592267990112,0.001,79.25,0.15
733,0.7087500095367432,1.1775014400482178,0.001,79.5,0.095
734,0.699999988079071,1.1866962909698486,0.001,79.5,0.095
735,0.7318750023841858,1.1598691940307617,0.001,79.25,0.035
736,0.7206249833106995,1.134861946105957,0.001,79.5,0.16
737,0.7137500047683716,1.1339058876037598,0.001,79.25,0.1475
738,0.7281249761581421,1.1409956216812134,0.001,79.0,0.15
739,0.7237499952316284,1.1662049293518066,0.001,79.25,0.16
740,0.7268750071525574,1.1499274969100952,0.001,79.25,0.1
741,0.7325000166893005,1.1300089359283447,0.001,79.25,0.1
742,0.721875011920929,1.1765228509902954,0.001,78.75,0.135
743,0.7106249928474426,1.1705043315887451,0.001,79.0,0.07
744,0.7200000286102295,1.141931414604187,0.001,79.0,0.07
745,0.7193750143051147,1.1544095277786255,0.001,79.25,0.0325
746,0.7281249761581421,1.1626193523406982,0.001,78.75,0.135
747,0.71875,1.1511831283569336,0.001,79.0,0.135
748,0.7193750143051147,1.134006381034851,0.001,79.0,0.175
749,0.7300000190734863,1.1560269594192505,0.001,79.75,0.17
750,0.7106249928474426,1.148167610168457,0.001,79.0,0.175
751,0.7118750214576721,1.19664466381073,0.001,79.25,0.2
752,0.7131249904632568,1.1543869972229004,0.001,79.25,0.2
753,0.7475000023841858,1.115238904953003,0.001,79.5,0.2175
754,0.7081249952316284,1.1763134002685547,0.001,79.5,0.2175
755,0.734375,1.132798671722412,0.001,79.5,0.155
756,0.6943749785423279,1.175120234489441,0.001,79.25,0.2725
757,0.7487499713897705,1.1254438161849976,0.001,79.25,0.22
758,0.721875011920929,1.1539400815963745,0.001,79.0,0.2325
759,0.7300000190734863,1.144914984703064,0.001,79.25,0.245
760,0.7212499976158142,1.153273105621338,0.001,79.0,0.175
761,0.706250011920929,1.1609234809875488,0.001,79.5,0.205
762,0.7231249809265137,1.1276341676712036,0.001,79.5,0.205
763,0.7093750238418579,1.1707955598831177,0.001,79.5,0.205
764,0.7049999833106995,1.1898101568222046,0.001,79.5,0.1925
765,0.6981250047683716,1.1675384044647217,0.001,79.75,0.24
766,0.7193750143051147,1.1607356071472168,0.001,79.0,0.225
767,0.7225000262260437,1.1514135599136353,0.001,79.75,0.3025
768,0.7268750071525574,1.134482979774475,0.001,79.0,0.335
769,0.7400000095367432,1.1086796522140503,0.001,78.5,0.4225
770,0.7231249809265137,1.1550544500350952,0.001,78.25,0.2425
771,0.7306249737739563,1.1503316164016724,0.001,78.5,0.25
772,0.7300000190734863,1.116121768951416,0.001,79.25,0.225
773,0.715624988079071,1.1638259887695312,0.001,79.25,0.1075
774,0.7293750047683716,1.1315118074417114,0.001,79.5,0.3025
775,0.7174999713897705,1.161309003829956,0.001,79.25,0.2375
776,0.7487499713897705,1.1138863563537598,0.001,79.25,0.175
777,0.7137500047683716,1.1657047271728516,0.001,79.25,0.2475
778,0.7037500143051147,1.1751346588134766,0.001,78.75,0.245
779,0.7168750166893005,1.1679832935333252,0.001,78.75,0.2075
780,0.7200000286102295,1.1706554889678955,0.001,79.0,0.2175
781,0.7024999856948853,1.134084939956665,0.001,79.0,0.2075
782,0.7325000166893005,1.1304477453231812,0.001,79.0,0.2075
783,0.7400000095367432,1.1123610734939575,0.001,79.0,0.2725
784,0.7143750190734863,1.1572188138961792,0.001,79.25,0.2725
785,0.7212499976158142,1.1397404670715332,0.001,79.25,0.2775
786,0.721875011920929,1.1425142288208008,0.001,79.0,0.225
787,0.7118750214576721,1.1737421751022339,0.001,79.0,0.225
788,0.7337499856948853,1.1230151653289795,0.001,79.25,0.225
789,0.7281249761581421,1.1722935438156128,0.001,79.25,0.225
790,0.7118750214576721,1.169858455657959,0.001,79.0,0.225
791,0.7106249928474426,1.1436371803283691,0.001,79.0,0.225
792,0.7350000143051147,1.151118278503418,0.001,79.0,0.225
793,0.7250000238418579,1.1617428064346313,0.001,79.25,0.29
794,0.7181249856948853,1.1515060663223267,0.001,79.25,0.29
795,0.706250011920929,1.2067619562149048,0.001,79.25,0.29
796,0.7181249856948853,1.1548268795013428,0.001,79.5,0.3025
797,0.7362499833106995,1.118027687072754,0.001,79.5,0.29
798,0.721875011920929,1.1436049938201904,0.001,79.5,0.3025
799,0.7106249928474426,1.1552422046661377,0.001,79.0,0.14
800,0.715624988079071,1.1665579080581665,0.001,79.0,0.19
801,0.7275000214576721,1.1448464393615723,0.001,79.0,0.14
802,0.734375,1.1333602666854858,0.001,78.75,0.1225
803,0.7162500023841858,1.151237964630127,0.001,78.5,0.11
804,0.7443749904632568,1.1414179801940918,0.001,79.0,0.22
805,0.7200000286102295,1.165629267692566,0.001,79.0,0.22
806,0.7168750166893005,1.1277174949645996,0.001,79.0,0.225
807,0.7450000047683716,1.1277656555175781,0.001,79.25,0.2425
808,0.7106249928474426,1.1612151861190796,0.001,79.5,0.3025
809,0.7162500023841858,1.1390700340270996,0.001,79.25,0.2325
810,0.6931250095367432,1.1726922988891602,0.001,78.75,0.2025
811,0.7250000238418579,1.1189128160476685,0.001,79.25,0.16
812,0.7168750166893005,1.1427305936813354,0.001,78.5,0.1175
813,0.7425000071525574,1.1090141534805298,0.001,78.75,0.215
814,0.7350000143051147,1.1426101922988892,0.001,78.75,0.215
815,0.7287499904632568,1.119415283203125,0.001,79.25,0.3225
816,0.7149999737739563,1.1653850078582764,0.001,79.0,0.225
817,0.71875,1.1736763715744019,0.001,79.5,0.3025
818,0.7206249833106995,1.1570719480514526,0.001,79.25,0.2925
819,0.7081249952316284,1.1407357454299927,0.001,78.75,0.18
820,0.7268750071525574,1.146309494972229,0.001,78.5,0.1675
821,0.7174999713897705,1.1555675268173218,0.001,78.75,0.18
822,0.7293750047683716,1.1561615467071533,0.001,79.5,0.1875
823,0.7131249904632568,1.1540875434875488,0.001,79.25,0.255
824,0.7393749952316284,1.121076226234436,0.001,79.5,0.2675
825,0.715624988079071,1.1526814699172974,0.001,79.75,0.32
826,0.731249988079071,1.1351748704910278,0.001,79.25,0.255
827,0.7225000262260437,1.1606533527374268,0.001,78.75,0.18
828,0.7099999785423279,1.1840176582336426,0.001,79.25,0.165
829,0.7393749952316284,1.1564241647720337,0.001,79.5,0.3025
830,0.7237499952316284,1.142569899559021,0.001,79.25,0.2375
831,0.7237499952316284,1.1331267356872559,0.001,79.25,0.2375
832,0.7081249952316284,1.140689492225647,0.001,79.0,0.225
833,0.706250011920929,1.17206609249115,0.001,79.0,0.24
834,0.7056249976158142,1.139514446258545,0.001,79.25,0.29
835,0.7281249761581421,1.1241307258605957,0.001,79.0,0.2825
836,0.7268750071525574,1.148595929145813,0.001,79.0,0.2825
837,0.71875,1.1375088691711426,0.001,79.0,0.2825
838,0.7231249809265137,1.1377511024475098,0.001,79.0,0.2725
839,0.7318750023841858,1.0940510034561157,0.001,79.0,0.2725
840,0.7099999785423279,1.162559151649475,0.001,79.25,0.285
841,0.7393749952316284,1.1252480745315552,0.001,79.0,0.2375
842,0.7350000143051147,1.1488053798675537,0.001,79.0,0.2375
843,0.7087500095367432,1.1745755672454834,0.001,79.25,0.285
844,0.7268750071525574,1.1491167545318604,0.001,79.25,0.285
845,0.703125,1.170108675956726,0.001,78.75,0.2625
846,0.7331249713897705,1.157905101776123,0.001,79.25,0.25
847,0.7337499856948853,1.1327528953552246,0.001,79.5,0.26
848,0.7293750047683716,1.1516329050064087,0.001,79.5,0.26
849,0.7256249785423279,1.1507208347320557,0.001,79.75,0.2775
850,0.7087500095367432,1.1866369247436523,0.001,79.75,0.285
851,0.7181249856948853,1.1613242626190186,0.001,79.25,0.2025
852,0.7174999713897705,1.1602376699447632,0.001,79.25,0.28
853,0.7143750190734863,1.1527109146118164,0.001,79.25,0.28
854,0.7231249809265137,1.177039384841919,0.001,79.5,0.2675
855,0.7225000262260437,1.1492713689804077,0.001,79.5,0.265
856,0.7387499809265137,1.095105528831482,0.001,79.25,0.2175
857,0.731249988079071,1.1245417594909668,0.001,79.5,0.2675
858,0.7049999833106995,1.1712101697921753,0.001,79.5,0.2725
859,0.7225000262260437,1.1407349109649658,0.001,79.5,0.3025
